filename,steering_angle
20250618_203232_404443.jpg,0
20250618_203232_414579.jpg,0
20250618_203232_437629.jpg,0
20250618_203232_458115.jpg,0
20250618_203232_479449.jpg,0
20250618_203232_497234.jpg,0
20250618_203232_521092.jpg,0
20250618_203232_539175.jpg,0
20250618_203232_562295.jpg,0
20250618_203232_580444.jpg,0
20250618_203232_605477.jpg,0
20250618_203232_623592.jpg,0
20250618_203232_633748.jpg,0
20250618_203232_643750.jpg,0
20250618_203232_663718.jpg,0
20250618_203232_673835.jpg,0
20250618_203232_683840.jpg,0
20250618_203232_703360.jpg,0
20250618_203232_719258.jpg,0
20250618_203232_723705.jpg,0
20250618_203232_738993.jpg,0
20250618_203232_745799.jpg,0
20250618_203232_763908.jpg,0
20250618_203232_787165.jpg,0
20250618_203232_807423.jpg,0
20250618_203232_825311.jpg,0
20250618_203232_847417.jpg,0
20250618_203232_867401.jpg,0
20250618_203232_886262.jpg,0
20250618_203232_906319.jpg,0
20250618_203232_924843.jpg,0
20250618_203232_943851.jpg,0
20250618_203232_963723.jpg,0
20250618_203232_997696.jpg,0
20250618_203233_003603.jpg,0
20250618_203233_043530.jpg,0
20250618_203233_060666.jpg,0
20250618_203233_074779.jpg,0
20250618_203233_084166.jpg,0
20250618_203233_103344.jpg,0
20250618_203233_113871.jpg,0
20250618_203233_125139.jpg,0
20250618_203233_141476.jpg,0
20250618_203233_155358.jpg,0
20250618_203233_165889.jpg,0
20250618_203233_184785.jpg,0
20250618_203233_193710.jpg,0
20250618_203233_214964.jpg,0
20250618_203233_239383.jpg,0
20250618_203233_269009.jpg,0
20250618_203233_283891.jpg,0
20250618_203233_296072.jpg,0
20250618_203233_311663.jpg,0
20250618_203233_348698.jpg,0
20250618_203233_353591.jpg,0
20250618_203233_366372.jpg,0
20250618_203233_377591.jpg,0
20250618_203233_386417.jpg,0
20250618_203233_403303.jpg,0
20250618_203233_423620.jpg,0
20250618_203233_444679.jpg,0
20250618_203233_481735.jpg,0
20250618_203233_506375.jpg,0
20250618_203233_513405.jpg,0
20250618_203233_523376.jpg,0
20250618_203233_539071.jpg,0
20250618_203233_546811.jpg,0
20250618_203233_555421.jpg,0
20250618_203233_568865.jpg,0
20250618_203233_575765.jpg,0
20250618_203233_585684.jpg,0
20250618_203233_594114.jpg,0
20250618_203233_607990.jpg,0
20250618_203233_615437.jpg,0
20250618_203233_623325.jpg,0
20250618_203233_633270.jpg,0
20250618_203233_653370.jpg,0
20250618_203233_674266.jpg,0
20250618_203233_683443.jpg,0
20250618_203233_703345.jpg,0
20250618_203233_734043.jpg,0
20250618_203233_753572.jpg,0
20250618_203233_774931.jpg,0
20250618_203233_796123.jpg,0
20250618_203233_814812.jpg,0
20250618_203233_830093.jpg,0
20250618_203233_843940.jpg,0
20250618_203233_854946.jpg,0
20250618_203233_864267.jpg,0
20250618_203233_875156.jpg,0
20250618_203233_887528.jpg,0
20250618_203233_896257.jpg,0
20250618_203233_908216.jpg,0
20250618_203233_919800.jpg,0
20250618_203233_932487.jpg,0
20250618_203233_944597.jpg,0
20250618_203233_959743.jpg,0
20250618_203233_971548.jpg,0
20250618_203233_986902.jpg,0
20250618_203234_001705.jpg,0
20250618_203234_017574.jpg,0
20250618_203234_033246.jpg,0
20250618_203234_051702.jpg,0
20250618_203234_070018.jpg,0
20250618_203234_087861.jpg,0
20250618_203234_103419.jpg,0
20250618_203234_120983.jpg,0
20250618_203234_139047.jpg,0
20250618_203234_155886.jpg,0
20250618_203234_173018.jpg,0
20250618_203234_205580.jpg,0
20250618_203234_220870.jpg,0
20250618_203234_237220.jpg,0
20250618_203234_251899.jpg,0
20250618_203234_284430.jpg,0
20250618_203234_297652.jpg,0
20250618_203234_310932.jpg,0
20250618_203234_323916.jpg,0
20250618_203234_336124.jpg,0
20250618_203234_347566.jpg,0
20250618_203234_361070.jpg,0
20250618_203234_375064.jpg,0
20250618_203234_389647.jpg,0
20250618_203234_404523.jpg,0
20250618_203234_419605.jpg,0
20250618_203234_434794.jpg,0
20250618_203234_452181.jpg,0
20250618_203234_467533.jpg,0
20250618_203234_484876.jpg,0
20250618_203234_502198.jpg,0
20250618_203234_521080.jpg,0
20250618_203234_539118.jpg,0
20250618_203234_556314.jpg,0
20250618_203234_590614.jpg,0
20250618_203234_619453.jpg,0
20250618_203234_640595.jpg,0
20250618_203234_655719.jpg,0
20250618_203234_670838.jpg,0
20250618_203234_685742.jpg,0
20250618_203234_707045.jpg,0
20250618_203234_714742.jpg,0
20250618_203234_728156.jpg,0
20250618_203234_741032.jpg,0
20250618_203234_753457.jpg,0
20250618_203234_778634.jpg,0
20250618_203234_792435.jpg,0
20250618_203234_805954.jpg,0
20250618_203234_820788.jpg,0
20250618_203234_835922.jpg,0
20250618_203234_851252.jpg,0
20250618_203234_866272.jpg,0
20250618_203234_897942.jpg,0
20250618_203234_913769.jpg,0
20250618_203234_929880.jpg,0
20250618_203234_944330.jpg,0
20250618_203234_958599.jpg,0
20250618_203234_973230.jpg,0
20250618_203234_985638.jpg,0
20250618_203234_996880.jpg,0
20250618_203235_010279.jpg,0
20250618_203235_023748.jpg,0
20250618_203235_038648.jpg,0
20250618_203235_053318.jpg,0
20250618_203235_068689.jpg,0
20250618_203235_083401.jpg,0
20250618_203235_099733.jpg,0
20250618_203235_117201.jpg,0
20250618_203235_134191.jpg,0
20250618_203235_149841.jpg,0
20250618_203235_167581.jpg,0
20250618_203235_203624.jpg,0
20250618_203235_221781.jpg,0
20250618_203235_239471.jpg,0
20250618_203235_255957.jpg,0
20250618_203235_273552.jpg,0
20250618_203235_290464.jpg,0
20250618_203235_307600.jpg,0
20250618_203235_320992.jpg,0
20250618_203235_335951.jpg,0
20250618_203235_349368.jpg,0
20250618_203235_365368.jpg,0
20250618_203235_380289.jpg,0
20250618_203235_397326.jpg,0
20250618_203235_411302.jpg,0
20250618_203235_427792.jpg,0
20250618_203235_444740.jpg,0
20250618_203235_461983.jpg,0
20250618_203235_481224.jpg,0
20250618_203235_524717.jpg,0
20250618_203235_541922.jpg,0
20250618_203235_559544.jpg,0
20250618_203235_576447.jpg,0
20250618_203235_592283.jpg,0
20250618_203235_609698.jpg,0
20250618_203235_625264.jpg,0
20250618_203235_639402.jpg,0
20250618_203235_655562.jpg,0
20250618_203235_669163.jpg,0
20250618_203235_682489.jpg,0
20250618_203235_716950.jpg,0
20250618_203235_726670.jpg,0
20250618_203235_741938.jpg,0
20250618_203235_757114.jpg,0
20250618_203235_773664.jpg,0
20250618_203235_790060.jpg,0
20250618_203235_823163.jpg,0
20250618_203235_836634.jpg,0
20250618_203235_850322.jpg,0
20250618_203235_864819.jpg,0
20250618_203235_876784.jpg,0
20250618_203235_889480.jpg,0
20250618_203235_901482.jpg,0
20250618_203235_915655.jpg,0
20250618_203235_928832.jpg,0
20250618_203235_944790.jpg,0
20250618_203235_960765.jpg,0
20250618_203235_975784.jpg,0
20250618_203235_988681.jpg,0
20250618_203236_007505.jpg,0
20250618_203236_022858.jpg,0
20250618_203236_036016.jpg,0
20250618_203236_052507.jpg,0
